241.522	218.915	-1.000	0.000
241.260	218.350	-1.000	0.000
241.085	218.568	-1.000	0.000
241.026	218.550	-1.000	0.000
241.921	216.602	-1.000	0.000
242.265	215.537	0.000	0.000
241.106	217.058	0.000	0.000
240.257	219.125	0.000	0.000
239.295	223.016	0.000	0.000
238.590	225.542	0.000	0.000
237.726	226.569	0.000	0.000
235.801	227.361	0.000	0.000
234.609	227.606	0.000	0.000
231.485	225.909	0.000	0.000
227.484	221.625	0.000	0.000
225.362	217.879	0.000	0.000
220.411	209.372	0.000	0.000
217.098	204.442	0.000	0.000
212.803	195.482	0.000	0.000
210.109	188.206	0.000	0.000
208.479	184.729	0.000	0.000
206.648	182.927	0.000	0.000
206.018	182.813	0.000	0.000
205.493	184.592	0.000	0.000
204.287	186.603	0.000	0.000
203.816	187.898	0.000	0.000
204.855	190.327	0.000	0.000
205.650	191.169	0.000	0.000
206.186	192.723	0.000	0.000
206.126	196.131	0.000	0.000
205.448	196.764	0.000	0.000
199.990	198.235	0.000	0.000
189.306	204.732	0.000	0.000
183.382	211.712	0.000	0.000
173.561	225.391	0.000	0.000
169.183	233.026	0.000	0.000
162.363	249.780	0.000	0.000
153.701	267.919	0.000	0.000
147.299	277.261	0.000	0.000
137.941	305.934	0.000	0.000
135.511	319.491	0.000	0.000
129.734	345.453	0.000	0.000
126.202	372.245	0.000	0.000
127.093	381.537	0.000	0.000
129.911	402.730	0.000	0.000
130.424	415.257	0.000	0.000
133.852	442.884	0.000	0.000
140.935	468.920	0.000	0.000
146.213	480.538	0.000	0.000
153.858	500.829	0.000	0.000
158.484	512.131	0.000	0.000
171.143	530.694	0.000	0.000
183.816	544.651	0.000	0.000
189.372	549.650	0.000	0.000
195.081	556.926	0.000	0.000
199.028	560.621	0.000	0.000
206.424	569.355	0.000	0.000
208.315	573.070	2.000	0.000
208.154	572.445	2.000	32.000
209.047	573.595	2.000	93.000
209.728	574.940	2.000	124.000
212.681	580.889	2.000	181.000
221.624	588.700	2.000	248.000
227.097	593.049	2.000	278.000
241.216	607.140	2.000	340.000
260.271	619.962	2.000	404.000
270.989	624.949	2.000	431.000
294.078	634.561	2.000	497.000
307.410	639.361	2.000	0.000
331.937	644.116	2.000	0.000
357.263	646.268	2.000	0.000
370.419	648.233	2.000	0.000
398.566	650.883	2.000	0.000
412.139	650.213	2.000	0.000
439.360	645.627	2.000	0.000
465.749	638.771	2.000	0.000
479.824	633.934	2.000	0.000
507.258	620.856	2.000	0.000
520.890	612.926	2.000	0.000
545.161	596.610	2.000	0.000
567.023	577.643	2.000	0.000
576.484	566.627	2.000	0.000
592.832	545.788	2.000	0.000
600.345	536.175	2.000	0.000
612.510	515.484	2.000	0.000
617.516	497.482	2.000	0.000
619.571	488.648	2.000	0.000
624.621	477.194	2.000	0.000
625.835	474.220	2.000	0.000
626.856	470.959	2.000	0.000
628.183	467.676	1.000	0.000
628.740	466.570	1.000	50.000
629.753	465.439	1.000	92.000
629.735	466.080	1.000	117.000
629.965	466.389	1.000	186.000
631.442	464.297	1.000	243.000
632.590	462.405	1.000	278.000
632.738	459.858	1.000	342.000
631.536	462.510	1.000	404.000
631.780	464.416	1.000	430.000
633.048	466.423	1.000	497.000
633.989	466.681	1.000	524.000
636.001	466.868	1.000	591.000
640.202	466.350	1.000	649.000
642.328	466.455	1.000	680.000
649.516	464.901	1.000	746.000
652.848	465.252	1.000	778.000
656.647	468.604	1.000	840.000
653.521	470.941	1.000	899.000
653.132	471.973	1.000	930.000
655.550	473.811	1.000	996.000
657.175	474.389	1.000	1028.000
657.686	476.209	1.000	0.000
654.334	476.567	1.000	0.000
652.197	476.348	1.000	0.000
649.408	474.687	1.000	0.000
648.393	473.437	1.000	0.000
645.808	470.538	1.000	0.000
644.215	466.352	1.000	0.000
644.182	464.443	1.000	0.000
643.978	459.705	1.000	0.000
643.666	455.603	1.000	0.000
640.258	444.442	1.000	0.000
636.664	432.377	1.000	0.000
633.471	425.422	1.000	0.000
624.784	410.002	1.000	0.000
620.599	402.330	1.000	0.000
608.790	384.085	1.000	0.000
599.501	368.477	1.000	0.000
593.348	360.995	1.000	0.000
580.403	340.520	1.000	0.000
566.584	316.760	1.000	0.000
559.072	306.184	1.000	0.000
539.945	287.167	1.000	0.000
530.917	277.808	1.000	0.000
511.876	257.111	1.000	0.000
490.522	240.441	1.000	0.000
478.420	233.740	1.000	0.000
453.780	222.166	1.000	0.000
440.914	216.012	1.000	0.000
415.959	207.156	1.000	0.000
394.216	203.438	1.000	0.000
388.272	202.828	1.000	0.000
339.427	191.271	1.000	0.000
335.103	189.160	0.000	0.000
326.014	187.607	0.000	59.000
320.637	187.171	0.000	122.000
323.039	187.622	0.000	154.000
329.025	187.384	0.000	215.000
329.490	186.611	0.000	242.000
327.599	185.952	0.000	308.000
327.393	186.478	0.000	371.000
326.304	187.024	0.000	398.000
317.880	191.061	0.000	464.000
311.299	193.925	0.000	492.000
297.096	204.574	0.000	557.000
280.629	221.310	0.000	620.000
270.598	229.524	0.000	0.000
248.174	246.397	0.000	0.000
238.018	256.415	0.000	0.000
219.119	278.869	0.000	0.000
202.707	300.130	0.000	0.000
195.934	312.638	0.000	0.000
186.668	341.018	0.000	0.000
176.990	368.746	0.000	0.000
171.190	383.020	0.000	0.000
165.773	412.430	0.000	0.000
164.476	428.493	0.000	0.000
163.487	457.672	0.000	0.000
164.914	487.832	0.000	0.000
167.861	499.628	0.000	0.000
176.165	523.930	0.000	0.000
179.444	534.245	0.000	0.000
189.996	553.229	0.000	0.000
200.198	562.822	0.000	0.000
204.930	565.280	0.000	0.000
211.714	570.926	2.000	0.000
211.383	572.234	2.000	46.000
209.235	573.373	2.000	87.000
209.357	574.764	2.000	155.000
209.661	575.498	2.000	183.000
206.846	576.145	2.000	245.000
204.076	575.926	2.000	0.000
199.664	576.811	2.000	0.000
197.747	587.459	2.000	0.000
198.473	597.575	2.000	0.000
203.016	619.887	2.000	0.000
207.721	629.181	2.000	0.000
220.726	643.547	2.000	0.000
239.846	657.867	2.000	0.000
250.873	663.759	2.000	0.000
273.422	674.453	2.000	0.000
285.822	682.026	2.000	0.000
315.144	692.090	2.000	0.000
345.664	695.841	2.000	0.000
360.273	695.851	2.000	0.000
391.951	693.753	2.000	0.000
422.503	686.196	2.000	0.000
436.888	680.524	2.000	0.000
466.300	666.410	2.000	0.000
480.829	656.841	2.000	0.000
508.590	635.435	2.000	0.000
533.899	614.318	2.000	0.000
544.788	603.151	2.000	0.000
563.267	577.905	2.000	0.000
570.324	566.693	2.000	0.000
583.419	546.496	2.000	0.000
593.151	524.801	2.000	0.000
596.788	513.401	2.000	0.000
605.418	493.461	2.000	0.000
609.002	485.798	2.000	0.000
615.153	474.007	2.000	0.000
615.337	468.357	2.000	0.000
615.069	466.706	2.000	0.000
615.339	465.534	2.000	0.000
615.958	464.351	2.000	0.000
616.805	461.639	2.000	0.000
617.253	461.366	1.000	0.000
617.424	461.826	1.000	0.000
617.655	461.647	1.000	0.000
617.255	462.212	1.000	0.000
615.446	466.132	1.000	0.000
612.767	470.100	1.000	0.000
611.522	468.261	1.000	0.000
608.951	460.563	1.000	0.000
606.464	456.296	1.000	0.000
602.779	446.853	1.000	0.000
602.428	438.492	1.000	0.000
602.231	433.348	1.000	0.000
604.561	414.471	1.000	0.000
607.878	400.803	1.000	0.000
613.791	371.562	1.000	0.000
616.346	342.304	1.000	0.000
617.107	328.046	1.000	0.000
619.135	300.494	1.000	0.000
611.230	274.326	1.000	0.000
605.051	262.051	1.000	0.000
591.127	238.099	1.000	0.000
583.237	225.633	1.000	0.000
561.718	201.480	1.000	0.000
539.706	180.000	1.000	0.000
528.300	168.552	1.000	0.000
503.494	149.627	1.000	0.000
490.392	141.580	1.000	0.000
467.590	126.884	1.000	0.000
443.301	114.884	1.000	0.000
430.237	111.138	1.000	0.000
404.367	107.591	1.000	0.000
394.939	108.413	1.000	0.000
375.290	113.400	1.000	0.000
357.775	122.211	1.000	0.000
349.958	127.363	1.000	0.000
337.794	135.366	1.000	0.000
333.328	138.703	1.000	0.000
326.251	143.301	0.000	0.000
322.624	142.969	0.000	59.000
322.240	142.404	0.000	90.000
321.465	141.279	0.000	152.000
315.938	140.318	0.000	184.000
290.762	138.530	0.000	250.000
264.966	137.770	0.000	312.000
250.087	139.627	0.000	341.000
223.438	149.022	0.000	0.000
211.181	153.521	0.000	0.000
187.555	166.750	0.000	0.000
167.953	188.635	0.000	0.000
159.358	200.290	0.000	0.000
141.542	224.936	0.000	0.000
130.380	252.479	0.000	0.000
126.778	267.349	0.000	0.000
